,date,Mkt-RF,SMB,HML,RF
1053,2021-06-21,1.35,0.83,1.04,0.0
1054,2021-06-22,0.58,-0.09,-0.46,0.0
1055,2021-06-23,0.01,0.5,-0.28,0.0
1056,2021-06-24,0.69,0.74,0.25,0.0
1057,2021-06-25,0.32,-0.51,0.44,0.0
1058,2021-06-28,0.22,-0.84,-1.59,0.0
1059,2021-06-29,0.0,-0.41,-0.28,0.0
1060,2021-06-30,0.07,0.12,0.77,0.0
1061,2021-07-01,0.43,0.4,0.41,0.0
1062,2021-07-02,0.56,-1.52,-0.72,0.0
1063,2021-07-06,-0.28,-1.04,-2.0,0.0
1064,2021-07-07,0.09,-0.86,0.08,0.0
1065,2021-07-08,-0.86,-0.01,-0.77,0.0
1066,2021-07-09,1.25,0.84,1.57,0.0
1067,2021-07-12,0.23,-0.02,0.58,0.0
1068,2021-07-13,-0.56,-1.22,-0.42,0.0
1069,2021-07-14,-0.26,-1.17,0.34,0.0
1070,2021-07-15,-0.38,-0.26,0.79,0.0
1071,2021-07-16,-0.77,-0.38,-1.28,0.0
1072,2021-07-19,-1.42,0.04,-1.75,0.0
1073,2021-07-20,1.69,0.84,0.16,0.0
1074,2021-07-21,0.95,0.71,0.81,0.0
1075,2021-07-22,0.09,-1.55,-1.01,0.0
1076,2021-07-23,0.98,-0.32,-0.48,0.0
1077,2021-07-26,0.18,0.09,1.34,0.0
1078,2021-07-27,-0.66,-0.45,0.58,0.0
1079,2021-07-28,0.27,1.21,-0.66,0.0
1080,2021-07-29,0.41,0.22,0.94,0.0
1081,2021-07-30,-0.65,-0.08,-0.17,0.0
1082,2021-08-02,-0.12,-0.12,-0.41,0.0
1083,2021-08-03,0.73,-0.4,0.92,0.0
1084,2021-08-04,-0.39,-0.95,-1.58,0.0
1085,2021-08-05,0.74,1.06,-0.09,0.0
1086,2021-08-06,0.09,0.46,1.9,0.0
1087,2021-08-09,0.01,-0.45,-0.27,0.0
1088,2021-08-10,0.06,0.36,1.85,0.0
1089,2021-08-11,0.19,0.29,1.41,0.0
1090,2021-08-12,0.24,-0.69,-0.39,0.0
1091,2021-08-13,0.0,-0.95,-0.24,0.0
1092,2021-08-16,-0.05,-0.86,0.04,0.0
1093,2021-08-17,-0.8,-0.49,-0.12,0.0
1094,2021-08-18,-0.95,0.11,-0.17,0.0
1095,2021-08-19,-0.15,-0.95,-0.83,0.0
1096,2021-08-20,0.92,0.85,-0.47,0.0
1097,2021-08-23,1.08,0.76,-0.84,0.0
1098,2021-08-24,0.41,0.41,0.36,0.0
1099,2021-08-25,0.26,0.05,0.37,0.0
1100,2021-08-26,-0.65,-0.43,-0.33,0.0
1101,2021-08-27,1.07,1.64,0.31,0.0
1102,2021-08-30,0.35,-0.69,-1.36,0.0
1103,2021-08-31,-0.13,0.46,-0.05,0.0
1104,2021-09-01,0.11,0.39,-0.93,0.0
1105,2021-09-02,0.36,0.21,-0.04,0.0
1106,2021-09-03,-0.01,-0.55,-0.27,0.0
1107,2021-09-07,-0.36,-0.37,-0.08,0.0
1108,2021-09-08,-0.34,-0.74,0.08,0.0
1109,2021-09-09,-0.27,0.25,0.09,0.0
1110,2021-09-10,-0.76,-0.03,0.03,0.0
1111,2021-09-13,0.14,0.22,1.33,0.0
1112,2021-09-14,-0.66,-0.67,-0.97,0.0
1113,2021-09-15,0.88,0.12,0.65,0.0
1114,2021-09-16,-0.03,-0.08,-0.56,0.0
1115,2021-09-17,-0.72,0.97,-0.05,0.0
1116,2021-09-20,-1.87,-0.57,0.21,0.0
1117,2021-09-21,0.05,0.25,-0.67,0.0
1118,2021-09-22,1.0,0.14,0.54,0.0
1119,2021-09-23,1.28,0.46,0.93,0.0
1120,2021-09-24,0.08,-0.39,0.7,0.0
1121,2021-09-27,-0.1,1.7,2.44,0.0
1122,2021-09-28,-2.18,-0.01,1.75,0.0
1123,2021-09-29,0.03,-0.2,0.81,0.0
1124,2021-09-30,-1.02,0.07,-0.77,0.0
1125,2021-10-01,1.1,0.47,0.5,0.0
1126,2021-10-04,-1.43,0.4,2.33,0.0
1127,2021-10-05,1.05,-0.57,-0.05,0.0
1128,2021-10-06,0.33,-0.99,-0.5,0.0
1129,2021-10-07,1.01,0.45,-0.16,0.0
1130,2021-10-08,-0.27,-0.45,1.12,0.0
1131,2021-10-11,-0.72,0.21,-0.27,0.0
1132,2021-10-12,-0.06,0.55,-0.43,0.0
1133,2021-10-13,0.43,-0.09,-1.05,0.0
1134,2021-10-14,1.66,-0.37,-0.27,0.0
1135,2021-10-15,0.63,-1.13,0.3,0.0
1136,2021-10-18,0.41,-0.42,0.0,0.0
1137,2021-10-19,0.71,-0.46,-0.25,0.0
1138,2021-10-20,0.34,0.22,1.19,0.0
1139,2021-10-21,0.37,0.04,-0.96,0.0
1140,2021-10-22,-0.25,0.01,1.01,0.0
1141,2021-10-25,0.58,0.37,-0.14,0.0
1142,2021-10-26,0.04,-0.77,-0.31,0.0
1143,2021-10-27,-0.76,-0.95,-1.19,0.0
1144,2021-10-28,1.14,0.82,-0.49,0.0
1145,2021-10-29,0.22,0.14,-0.83,0.0
1146,2021-11-01,0.51,2.05,0.45,0.0
1147,2021-11-02,0.24,-0.32,-0.54,0.0
1148,2021-11-03,0.8,1.44,-0.13,0.0
1149,2021-11-04,0.39,-0.28,-1.36,0.0
1150,2021-11-05,0.38,0.78,1.2,0.0
1151,2021-11-08,0.18,0.01,0.08,0.0
1152,2021-11-09,-0.35,-0.14,0.45,0.0
1153,2021-11-10,-1.07,-0.3,0.93,0.0
1154,2021-11-11,0.24,0.63,0.33,0.0
1155,2021-11-12,0.74,-0.45,-0.91,0.0
1156,2021-11-15,-0.02,-0.46,0.69,0.0
1157,2021-11-16,0.5,-0.17,-0.71,0.0
1158,2021-11-17,-0.47,-0.64,-0.25,0.0
1159,2021-11-18,0.06,-0.76,-0.07,0.0
1160,2021-11-19,-0.2,-0.4,-1.28,0.0
1161,2021-11-22,-0.61,0.04,2.77,0.0
1162,2021-11-23,-0.03,-0.19,1.74,0.0
1163,2021-11-24,0.3,-0.14,-0.86,0.0
1164,2021-11-26,-2.23,-1.26,-0.94,0.0
1165,2021-11-29,1.11,-1.32,-0.76,0.0
1166,2021-11-30,-1.95,0.17,-1.14,0.0
1167,2021-12-01,-1.61,-0.46,1.08,0.0
1168,2021-12-02,1.51,0.99,1.27,0.0
1169,2021-12-03,-1.21,-0.87,1.07,0.0
1170,2021-12-06,1.19,0.84,0.61,0.0
1171,2021-12-07,2.22,-0.16,-1.8,0.0
1172,2021-12-08,0.47,0.34,-0.82,0.0
1173,2021-12-09,-1.07,-1.05,1.54,0.0
1174,2021-12-10,0.7,-0.88,0.52,0.0
1175,2021-12-13,-1.04,-0.29,-0.98,0.0
1176,2021-12-14,-0.76,-0.35,1.63,0.0
1177,2021-12-15,1.62,0.02,-1.91,0.0
1178,2021-12-16,-1.2,-0.85,2.77,0.0
1179,2021-12-17,-0.65,1.48,-2.33,0.0
1180,2021-12-20,-1.27,-0.23,-0.4,0.0
1181,2021-12-21,2.06,0.67,0.2,0.0
1182,2021-12-22,0.97,0.18,-0.36,0.0
1183,2021-12-23,0.71,0.29,-0.48,0.0
1184,2021-12-27,1.22,-0.14,0.31,0.0
1185,2021-12-28,-0.27,-0.4,0.8,0.0
1186,2021-12-29,0.06,-0.03,0.17,0.0
1187,2021-12-30,-0.15,0.08,-0.41,0.0
1188,2021-12-31,-0.31,0.18,0.53,0.0
1189,2022-01-03,0.73,0.42,0.8,0.0
1190,2022-01-04,-0.29,-0.08,3.64,0.0
1191,2022-01-05,-2.28,-0.94,2.59,0.0
1192,2022-01-06,0.0,0.38,1.75,0.0
1193,2022-01-07,-0.48,-0.96,2.02,0.0
1194,2022-01-10,-0.15,-0.3,-0.28,0.0
1195,2022-01-11,1.1,-0.2,-0.28,0.0
1196,2022-01-12,0.12,-0.86,0.51,0.0
1197,2022-01-13,-1.57,0.86,2.4,0.0
1198,2022-01-14,0.08,0.04,0.55,0.0
1199,2022-01-18,-2.08,-0.9,1.36,0.0
1200,2022-01-19,-1.01,-0.36,-0.67,0.0
1201,2022-01-20,-1.14,-0.84,-0.23,0.0
1202,2022-01-21,-2.1,0.38,0.48,0.0
1203,2022-01-24,0.53,1.75,-0.24,0.0
1204,2022-01-25,-1.43,-0.2,2.79,0.0
1205,2022-01-26,-0.3,-1.06,0.09,0.0
1206,2022-01-27,-0.79,-1.46,0.78,0.0
1207,2022-01-28,2.45,-0.61,-2.08,0.0
1208,2022-01-31,2.34,0.71,-2.84,0.0
1209,2022-02-01,0.87,0.12,0.66,0.0
1210,2022-02-02,0.48,-1.59,0.72,0.0
1211,2022-02-03,-2.49,0.45,2.17,0.0
1212,2022-02-04,0.89,-0.28,-0.6,0.0
1213,2022-02-07,-0.25,0.66,0.23,0.0
1214,2022-02-08,1.02,0.73,-0.27,0.0
1215,2022-02-09,1.61,0.02,-1.95,0.0
1216,2022-02-10,-1.69,0.03,1.23,0.0
1217,2022-02-11,-1.92,0.91,2.12,0.0
1218,2022-02-14,-0.35,0.09,-0.59,0.0
1219,2022-02-15,1.87,1.03,-1.41,0.0
1220,2022-02-16,-0.02,0.03,0.32,0.0
1221,2022-02-17,-2.28,-0.04,1.08,0.0
1222,2022-02-18,-0.87,0.1,0.94,0.0
1223,2022-02-22,-1.18,-0.35,0.09,0.0
1224,2022-02-23,-1.96,0.06,1.26,0.0
1225,2022-02-24,1.89,0.72,-3.86,0.0
1226,2022-02-25,2.23,-0.15,1.23,0.0
1227,2022-02-28,0.05,0.39,-0.48,0.0
1228,2022-03-01,-1.56,-0.28,-0.82,0.0
1229,2022-03-02,1.81,0.61,1.32,0.0
1230,2022-03-03,-0.88,-0.21,1.51,0.0
1231,2022-03-04,-1.1,-0.52,0.69,0.0
1232,2022-03-07,-3.12,0.72,0.9,0.0
1233,2022-03-08,-0.52,0.96,0.35,0.0
1234,2022-03-09,2.79,0.01,-2.11,0.0
1235,2022-03-10,-0.47,0.3,1.17,0.0
1236,2022-03-11,-1.49,-0.13,1.78,0.0
1237,2022-03-14,-1.06,-0.83,1.74,0.0
1238,2022-03-15,2.15,-0.49,-2.39,0.0
1239,2022-03-16,2.61,0.44,-1.82,0.0
1240,2022-03-17,1.43,0.16,-1.09,0.0
1241,2022-03-18,1.33,-0.19,-1.85,0.0
1242,2022-03-21,-0.17,-0.94,1.6,0.0
1243,2022-03-22,1.31,-0.22,-1.15,0.0
1244,2022-03-23,-1.25,-0.61,0.39,0.0
1245,2022-03-24,1.42,-0.32,-0.78,0.0
1246,2022-03-25,0.27,-0.31,2.19,0.0
1247,2022-03-28,0.73,-0.87,-1.71,0.0
1248,2022-03-29,1.45,1.2,-1.94,0.0
1249,2022-03-30,-0.83,-1.13,0.42,0.0
1250,2022-03-31,-1.55,0.62,-0.43,0.0
1251,2022-04-01,0.39,0.57,-0.58,0.001
1252,2022-04-04,0.94,-0.54,-1.87,0.001
1253,2022-04-05,-1.55,-0.72,0.82,0.001
1254,2022-04-06,-1.24,-0.31,1.09,0.001
1255,2022-04-07,0.33,-0.61,-0.13,0.001
1256,2022-04-08,-0.39,-0.53,2.24,0.001
1257,2022-04-11,-1.54,0.62,1.06,0.001
1258,2022-04-12,-0.29,0.57,0.46,0.001
1259,2022-04-13,1.4,0.62,-0.7,0.001
1260,2022-04-14,-1.28,0.32,1.41,0.001
1261,2022-04-18,-0.21,-0.57,1.81,0.001
1262,2022-04-19,1.77,0.4,-0.94,0.001
1263,2022-04-20,-0.28,0.48,1.26,0.001
1264,2022-04-21,-1.76,-0.55,0.38,0.001
1265,2022-04-22,-2.74,0.26,-0.17,0.001
1266,2022-04-25,0.71,0.12,-1.84,0.001
1267,2022-04-26,-3.0,-0.36,1.78,0.001
1268,2022-04-27,0.12,-0.57,0.35,0.001
1269,2022-04-28,2.44,-0.51,-0.44,0.001
1270,2022-04-29,-3.53,0.87,0.59,0.001
1271,2022-05-02,0.8,0.39,-1.15,0.001
1272,2022-05-03,0.41,0.15,1.64,0.001
1273,2022-05-04,3.0,-0.53,0.34,0.001
1274,2022-05-05,-3.8,-0.25,2.37,0.001
1275,2022-05-06,-0.85,-1.02,1.79,0.001
1276,2022-05-09,-3.54,-0.03,1.31,0.001
1277,2022-05-10,0.2,-0.49,-1.24,0.001
1278,2022-05-11,-1.95,-0.59,2.59,0.001
1279,2022-05-12,0.17,1.21,-1.24,0.001
1280,2022-05-13,2.76,0.37,-2.16,0.001
1281,2022-05-16,-0.6,0.09,1.34,0.001
1282,2022-05-17,2.15,0.94,-0.04,0.001
1283,2022-05-18,-4.04,0.46,1.54,0.001
1284,2022-05-19,-0.34,0.39,-0.77,0.001
1285,2022-05-20,-0.05,-0.13,-0.19,0.001
1286,2022-05-23,1.74,-0.93,1.32,0.001
1287,2022-05-24,-1.23,-0.48,1.85,0.001
1288,2022-05-25,1.22,0.75,0.2,0.001
1289,2022-05-26,2.18,0.01,-0.59,0.001
1290,2022-05-27,2.58,0.01,-1.24,0.001
1291,2022-05-31,-0.71,-0.37,0.4,0.001
1292,2022-06-01,-0.75,0.25,0.72,0.003
1293,2022-06-02,2.09,0.41,-2.05,0.003
1294,2022-06-03,-1.63,1.02,0.52,0.003
1295,2022-06-06,0.33,0.04,0.69,0.003
1296,2022-06-07,0.99,0.19,-0.15,0.003
1297,2022-06-08,-1.02,-0.26,-0.54,0.003
1298,2022-06-09,-2.44,0.45,0.24,0.003
1299,2022-06-10,-3.0,0.27,0.62,0.003
1300,2022-06-13,-4.13,-0.46,0.61,0.003
1301,2022-06-14,-0.25,0.1,0.13,0.003
1302,2022-06-15,1.55,-0.01,-1.68,0.003
1303,2022-06-16,-3.52,-1.08,0.0,0.003
1304,2022-06-17,0.46,0.73,-2.63,0.003
1305,2022-06-21,2.38,-0.84,0.26,0.003
1306,2022-06-22,-0.19,0.04,-1.79,0.003
1307,2022-06-23,1.13,0.32,-3.87,0.003
1308,2022-06-24,3.11,-0.42,-0.03,0.003
1309,2022-06-27,-0.28,0.76,1.26,0.003
1310,2022-06-28,-2.09,0.04,2.36,0.003
1311,2022-06-29,-0.2,-0.58,-1.32,0.003
1312,2022-06-30,-0.96,0.51,-0.15,0.003
1313,2022-07-01,1.14,-0.02,0.11,0.004
1314,2022-07-05,0.48,1.12,-3.35,0.004
1315,2022-07-06,0.17,-0.89,-0.73,0.004
1316,2022-07-07,1.77,0.89,-0.96,0.004
1317,2022-07-08,-0.07,0.07,-0.07,0.004
1318,2022-07-11,-1.39,-0.99,1.59,0.004
1319,2022-07-12,-0.88,0.85,0.52,0.004
1320,2022-07-13,-0.39,0.43,-0.38,0.004
1321,2022-07-14,-0.41,-0.47,-1.01,0.004
1322,2022-07-15,1.95,0.04,0.46,0.004
1323,2022-07-18,-0.71,0.37,1.02,0.004
1324,2022-07-19,2.81,0.84,-0.54,0.004
1325,2022-07-20,0.89,1.08,-1.31,0.004
1326,2022-07-21,0.97,-0.33,-1.6,0.004
1327,2022-07-22,-1.19,-0.84,1.38,0.004
1328,2022-07-25,0.12,0.1,1.68,0.004
1329,2022-07-26,-1.32,0.34,1.06,0.004
1330,2022-07-27,2.72,0.16,-1.26,0.004
1331,2022-07-28,1.19,-0.04,-0.86,0.004
1332,2022-07-29,1.45,-0.88,0.45,0.004
1333,2022-08-01,-0.19,0.18,-0.26,0.008
1334,2022-08-02,-0.49,0.58,-1.4,0.008
1335,2022-08-03,1.67,0.28,-1.93,0.008
1336,2022-08-04,-0.06,0.41,-1.65,0.008
1337,2022-08-05,-0.04,0.94,-0.06,0.008
1338,2022-08-08,0.0,0.97,-0.08,0.008
1339,2022-08-09,-0.68,-1.37,2.11,0.008
1340,2022-08-10,2.36,0.77,-1.59,0.008
1341,2022-08-11,-0.07,0.21,1.65,0.008
1342,2022-08-12,1.76,0.49,-0.73,0.008
1343,2022-08-15,0.38,-0.02,-0.62,0.008
1344,2022-08-16,0.19,-0.14,0.71,0.008
1345,2022-08-17,-0.93,-0.92,1.04,0.008
1346,2022-08-18,0.27,0.35,0.47,0.008
1347,2022-08-19,-1.5,-0.94,0.96,0.008
1348,2022-08-22,-2.14,-0.04,0.37,0.008
1349,2022-08-23,-0.11,0.11,0.33,0.008
1350,2022-08-24,0.4,0.52,-0.61,0.008
1351,2022-08-25,1.45,0.12,-0.01,0.008
1352,2022-08-26,-3.37,-0.27,1.68,0.008
1353,2022-08-29,-0.72,-0.39,0.43,0.008
1354,2022-08-30,-1.11,-0.38,-0.24,0.008
1355,2022-08-31,-0.74,0.23,-0.45,0.008
1356,2022-09-01,-0.01,-1.04,-0.3,0.009
1357,2022-09-02,-0.99,0.11,1.06,0.009
1358,2022-09-06,-0.51,-0.54,-0.52,0.009
1359,2022-09-07,1.92,0.41,-1.53,0.009
1360,2022-09-08,0.78,-0.15,-0.2,0.009
1361,2022-09-09,1.67,0.38,-0.51,0.009
1362,2022-09-12,1.07,0.25,-0.17,0.009
1363,2022-09-13,-4.29,0.05,1.44,0.009
1364,2022-09-14,0.45,-0.19,-0.28,0.009
1365,2022-09-15,-1.03,0.39,0.54,0.009
1366,2022-09-16,-0.99,-0.75,0.85,0.009
1367,2022-09-19,0.72,-0.07,0.67,0.009
1368,2022-09-20,-1.16,-0.3,0.04,0.009
1369,2022-09-21,-1.68,0.33,0.08,0.009
1370,2022-09-22,-1.14,-1.16,0.41,0.009
1371,2022-09-23,-1.85,-0.47,-0.81,0.009
1372,2022-09-26,-1.02,-0.05,-0.75,0.009
1373,2022-09-27,-0.05,0.58,-0.93,0.009
1374,2022-09-28,2.15,0.92,-0.33,0.009
1375,2022-09-29,-2.17,-0.28,0.86,0.009
1376,2022-09-30,-1.42,0.59,0.26,0.009
1377,2022-10-03,2.55,0.01,0.69,0.011
1378,2022-10-04,3.3,0.72,-0.06,0.011
1379,2022-10-05,-0.22,-0.37,0.06,0.011
1380,2022-10-06,-0.86,0.46,0.13,0.011
1381,2022-10-07,-2.91,-0.23,1.68,0.011
1382,2022-10-10,-0.81,0.24,0.76,0.011
1383,2022-10-11,-0.7,0.61,0.32,0.011
1384,2022-10-12,-0.28,0.02,0.02,0.011
1385,2022-10-13,2.4,-0.26,1.57,0.011
1386,2022-10-14,-2.46,-0.21,1.2,0.011
1387,2022-10-17,2.74,0.38,-1.42,0.011
1388,2022-10-18,1.19,-0.13,0.01,0.011
1389,2022-10-19,-0.87,-1.2,1.21,0.011
1390,2022-10-20,-0.8,-0.33,-0.43,0.011
1391,2022-10-21,2.3,-0.05,0.11,0.011
1392,2022-10-24,1.03,-0.63,0.45,0.011
1393,2022-10-25,1.78,1.02,-1.52,0.011
1394,2022-10-26,-0.66,0.7,0.89,0.011
1395,2022-10-27,-0.54,0.43,1.09,0.011
1396,2022-10-28,2.32,0.05,-0.34,0.011
1397,2022-10-31,-0.67,0.47,0.75,0.011
1398,2022-11-01,-0.35,0.44,0.78,0.014
1399,2022-11-02,-2.67,-0.87,1.6,0.014
1400,2022-11-03,-1.03,0.39,0.32,0.014
1401,2022-11-04,1.16,-0.26,1.28,0.014
1402,2022-11-07,0.87,-0.34,0.61,0.014
1403,2022-11-08,0.5,-0.55,-0.36,0.014
1404,2022-11-09,-2.25,-0.51,0.55,0.014
1405,2022-11-10,5.68,1.01,-3.1,0.014
1406,2022-11-11,1.07,0.17,-1.07,0.014
1407,2022-11-14,-0.95,-0.25,0.27,0.014
1408,2022-11-15,1.03,0.46,-0.71,0.014
1409,2022-11-16,-1.04,-1.07,0.56,0.014
1410,2022-11-17,-0.42,-0.29,0.58,0.014
1411,2022-11-18,0.4,-0.09,0.09,0.014
1412,2022-11-21,-0.53,-0.21,0.99,0.014
1413,2022-11-22,1.36,-0.38,0.43,0.014
1414,2022-11-23,0.63,-0.24,-0.94,0.014
1415,2022-11-25,-0.02,0.27,0.43,0.014
1416,2022-11-28,-1.55,-0.47,-0.2,0.014
1417,2022-11-29,-0.18,0.34,1.02,0.014
1418,2022-11-30,3.12,-0.15,-2.07,0.014
1419,2022-12-01,-0.03,0.04,-0.69,0.016
1420,2022-12-02,-0.08,0.84,-0.55,0.016
1421,2022-12-05,-2.02,-0.54,-0.52,0.016
1422,2022-12-06,-1.51,-0.02,1.15,0.016
1423,2022-12-07,-0.24,-0.17,-0.34,0.016
1424,2022-12-08,0.76,-0.09,-1.22,0.016
1425,2022-12-09,-0.8,-0.53,0.35,0.016
1426,2022-12-12,1.41,-0.29,-0.16,0.016
1427,2022-12-13,0.66,0.08,-0.74,0.016
1428,2022-12-14,-0.56,0.03,-0.44,0.016
1429,2022-12-15,-2.57,-0.12,1.37,0.016
1430,2022-12-16,-1.02,0.55,0.18,0.016
1431,2022-12-19,-1.01,-0.61,1.23,0.016
1432,2022-12-20,0.13,0.24,0.25,0.016
1433,2022-12-21,1.52,0.14,-0.13,0.016
1434,2022-12-22,-1.52,0.21,0.36,0.016
1435,2022-12-23,0.51,-0.34,1.16,0.016
1436,2022-12-27,-0.51,-0.43,1.43,0.016
1437,2022-12-28,-1.24,-0.29,-0.29,0.016
1438,2022-12-29,1.87,1.04,-1.07,0.016
1439,2022-12-30,-0.22,0.13,-0.03,0.016
1440,2023-01-03,-0.48,0.05,-0.12,0.017
1441,2023-01-04,0.81,0.56,0.05,0.017
1442,2023-01-05,-1.14,0.14,1.22,0.017
1443,2023-01-06,2.21,-0.01,0.05,0.017
1444,2023-01-09,0.04,0.34,-1.24,0.017
1445,2023-01-10,0.8,0.87,-0.56,0.017
1446,2023-01-11,1.26,0.02,-0.82,0.017
1447,2023-01-12,0.46,1.4,-0.3,0.017
1448,2023-01-13,0.46,0.23,-0.29,0.017
1449,2023-01-17,-0.18,-0.03,-0.52,0.017
1450,2023-01-18,-1.55,0.03,-0.7,0.017
1451,2023-01-19,-0.86,-0.09,0.84,0.017
1452,2023-01-20,1.95,-0.03,-0.7,0.017
1453,2023-01-23,1.29,-0.04,-1.0,0.017
1454,2023-01-24,-0.16,-0.17,0.2,0.017
1455,2023-01-25,0.0,0.13,0.65,0.017
1456,2023-01-26,1.08,-0.62,0.02,0.017
1457,2023-01-27,0.36,0.33,-1.15,0.017
1458,2023-01-30,-1.38,0.04,0.72,0.017
1459,2023-01-31,1.58,0.94,-0.07,0.017
1460,2023-02-01,1.19,0.63,-1.67,0.018
1461,2023-02-02,1.54,1.16,-2.07,0.018
1462,2023-02-03,-1.08,0.37,0.95,0.018
1463,2023-02-06,-0.73,-0.8,0.41,0.018
1464,2023-02-07,1.24,-0.51,-0.04,0.018
1465,2023-02-08,-1.18,-0.68,0.72,0.018
1466,2023-02-09,-0.95,-0.61,0.2,0.018
1467,2023-02-10,0.11,-0.31,1.54,0.018
1468,2023-02-13,1.14,0.09,-0.73,0.018
1469,2023-02-14,0.12,-0.05,-0.67,0.018
1470,2023-02-15,0.51,0.73,-0.9,0.018
1471,2023-02-16,-1.37,0.22,0.97,0.018
1472,2023-02-17,-0.28,0.65,-0.15,0.018
1473,2023-02-21,-2.16,-1.15,0.87,0.018
1474,2023-02-22,-0.04,0.45,-0.43,0.018
1475,2023-02-23,0.46,0.1,-0.24,0.018
1476,2023-02-24,-1.09,-0.27,1.24,0.018
1477,2023-02-27,0.31,0.05,-0.28,0.018
1478,2023-02-28,-0.26,0.53,-0.71,0.018
1479,2023-03-01,-0.42,0.4,0.62,0.016
1480,2023-03-02,0.67,-0.5,-0.41,0.016
1481,2023-03-03,1.61,-0.08,-0.52,0.016
1482,2023-03-06,-0.13,-1.61,-0.09,0.016
1483,2023-03-07,-1.45,0.62,-0.66,0.016
1484,2023-03-08,0.08,0.08,-0.39,0.016
1485,2023-03-09,-2.02,-0.68,-0.67,0.016
1486,2023-03-10,-1.68,-1.38,0.81,0.016
1487,2023-03-13,-0.34,-1.17,-3.52,0.016
1488,2023-03-14,1.71,0.0,-0.4,0.016
1489,2023-03-15,-0.79,-0.52,-1.82,0.016
1490,2023-03-16,1.76,0.01,-0.19,0.016
1491,2023-03-17,-1.21,-1.06,-1.56,0.016
1492,2023-03-20,0.84,-0.36,0.74,0.016
1493,2023-03-21,1.49,0.47,0.67,0.016
1494,2023-03-22,-1.74,-0.81,-0.47,0.016
1495,2023-03-23,0.21,-0.44,-1.54,0.016
1496,2023-03-24,0.46,0.17,0.72,0.016
1497,2023-03-27,0.27,0.51,1.01,0.016
1498,2023-03-28,-0.17,-0.02,0.75,0.016
1499,2023-03-29,1.39,-0.35,-0.53,0.016
1500,2023-03-30,0.5,-0.62,-0.58,0.016
1501,2023-03-31,1.53,0.51,-0.77,0.016
1502,2023-04-03,0.28,-0.19,0.78,0.018
1503,2023-04-04,-0.72,-1.13,-0.73,0.018
1504,2023-04-05,-0.4,-1.01,1.4,0.018
1505,2023-04-06,0.34,-0.03,-0.53,0.018
1506,2023-04-10,0.2,0.86,0.28,0.018
1507,2023-04-11,0.06,0.71,0.58,0.018
1508,2023-04-12,-0.51,-0.43,0.37,0.018
1509,2023-04-13,1.39,0.16,-1.17,0.018
1510,2023-04-14,-0.23,-0.76,0.2,0.018
1511,2023-04-17,0.33,0.7,-0.2,0.018
1512,2023-04-18,0.04,-0.4,-0.29,0.018
1513,2023-04-19,-0.04,0.26,0.39,0.018
1514,2023-04-20,-0.61,0.12,-0.26,0.018
1515,2023-04-21,0.08,0.09,-0.91,0.018
1516,2023-04-24,0.0,-0.27,0.48,0.018
1517,2023-04-25,-1.76,-0.83,0.11,0.018
1518,2023-04-26,-0.41,-0.05,-0.76,0.018
1519,2023-04-27,1.85,-0.6,0.0,0.018
1520,2023-04-28,0.77,0.22,0.18,0.018
1521,2023-05-01,-0.02,0.17,-0.79,0.016
1522,2023-05-02,-1.28,-0.73,-1.39,0.016
1523,2023-05-03,-0.56,0.87,-1.02,0.016
1524,2023-05-04,-0.78,-0.47,-1.0,0.016
1525,2023-05-05,1.9,0.5,0.61,0.016
1526,2023-05-08,0.08,-0.38,-0.27,0.016
1527,2023-05-09,-0.43,0.11,-0.05,0.016
1528,2023-05-10,0.43,0.2,-1.31,0.016
1529,2023-05-11,-0.21,-0.51,-0.07,0.016
1530,2023-05-12,-0.22,-0.11,0.35,0.016
1531,2023-05-15,0.47,0.78,0.01,0.016
1532,2023-05-16,-0.72,-0.45,-0.47,0.016
1533,2023-05-17,1.32,0.85,1.18,0.016
1534,2023-05-18,0.99,-0.23,-0.38,0.016
1535,2023-05-19,-0.26,-0.39,-0.31,0.016
1536,2023-05-22,0.17,1.11,-0.22,0.016
1537,2023-05-23,-1.09,0.61,1.05,0.016
1538,2023-05-24,-0.72,-0.39,-0.19,0.016
1539,2023-05-25,0.64,-1.09,-1.09,0.016
1540,2023-05-26,1.32,-0.29,-0.87,0.016
1541,2023-05-30,-0.01,-0.25,-0.41,0.016
1542,2023-05-31,-0.6,-0.25,-1.13,0.016
1543,2023-06-01,1.02,0.05,-0.07,0.019
1544,2023-06-02,1.62,1.74,1.65,0.019
1545,2023-06-05,-0.26,-1.09,-0.74,0.019
1546,2023-06-06,0.47,2.25,1.32,0.019
1547,2023-06-07,-0.36,1.89,2.25,0.019
1548,2023-06-08,0.59,-0.77,-1.15,0.019
1549,2023-06-09,0.03,-0.79,-0.4,0.019
1550,2023-06-12,0.94,-0.27,-1.39,0.019
1551,2023-06-13,0.74,0.52,0.07,0.019
1552,2023-06-14,-0.04,-1.06,-0.92,0.019
1553,2023-06-15,1.22,-0.36,0.06,0.019
1554,2023-06-16,-0.45,-0.51,0.22,0.019
1555,2023-06-20,-0.49,0.21,-0.66,0.019
1556,2023-06-21,-0.56,0.29,0.55,0.019
1557,2023-06-22,0.32,-0.96,-1.23,0.019
1558,2023-06-23,-0.84,-0.6,0.07,0.019
1559,2023-06-26,-0.48,-0.01,1.3,0.019
1560,2023-06-27,1.21,0.32,-0.52,0.019
