,date,Mkt-RF,SMB,HML,RF
527,2019-05-20,-0.65,-0.11,0.72,0.009
528,2019-05-21,0.9,0.44,-0.34,0.009
529,2019-05-22,-0.4,-0.65,-0.6,0.009
530,2019-05-23,-1.37,-0.72,-0.28,0.009
531,2019-05-24,0.23,0.51,0.3,0.009
532,2019-05-28,-0.78,0.21,-0.63,0.009
533,2019-05-29,-0.71,-0.24,0.42,0.009
534,2019-05-30,0.14,-0.38,-0.77,0.009
535,2019-05-31,-1.37,-0.23,-0.09,0.009
536,2019-06-03,-0.4,0.58,1.66,0.009
537,2019-06-04,2.33,0.49,-0.02,0.009
538,2019-06-05,0.7,-1.06,-0.98,0.009
539,2019-06-06,0.55,-1.08,0.02,0.009
540,2019-06-07,1.04,-0.14,-1.21,0.009
541,2019-06-10,0.53,0.01,0.09,0.009
542,2019-06-11,-0.12,-0.21,0.55,0.009
543,2019-06-12,-0.2,0.29,-0.99,0.009
544,2019-06-13,0.52,0.68,-0.04,0.009
545,2019-06-14,-0.27,-0.74,0.31,0.009
546,2019-06-17,0.15,0.49,-1.12,0.009
547,2019-06-18,1.04,0.19,0.33,0.009
548,2019-06-19,0.32,0.02,-0.6,0.009
549,2019-06-20,0.89,-0.4,-0.22,0.009
550,2019-06-21,-0.21,-0.46,-0.03,0.009
551,2019-06-24,-0.34,-0.9,0.08,0.009
552,2019-06-25,-0.98,0.41,0.71,0.009
553,2019-06-26,-0.06,0.02,0.25,0.009
554,2019-06-27,0.59,1.43,-0.09,0.009
555,2019-06-28,0.68,0.77,0.61,0.009
556,2019-07-01,0.75,-0.59,-0.13,0.009
557,2019-07-02,0.14,-0.97,-0.81,0.009
558,2019-07-03,0.78,-0.13,-0.33,0.009
559,2019-07-05,-0.1,0.34,0.91,0.009
560,2019-07-08,-0.58,-0.43,0.04,0.009
561,2019-07-09,0.18,-0.24,-0.43,0.009
562,2019-07-10,0.4,-0.25,-0.36,0.009
563,2019-07-11,0.19,-0.77,0.05,0.009
564,2019-07-12,0.53,0.32,0.41,0.009
565,2019-07-15,-0.04,-0.47,-1.07,0.009
566,2019-07-16,-0.32,0.41,0.1,0.009
567,2019-07-17,-0.64,-0.26,-0.65,0.009
568,2019-07-18,0.35,-0.27,0.01,0.009
569,2019-07-19,-0.56,0.3,0.87,0.009
570,2019-07-22,0.25,-0.55,-0.48,0.009
571,2019-07-23,0.65,-0.07,0.8,0.009
572,2019-07-24,0.66,0.93,0.86,0.009
573,2019-07-25,-0.63,-0.68,-0.12,0.009
574,2019-07-26,0.82,0.33,-0.19,0.009
575,2019-07-29,-0.32,-0.35,-0.47,0.009
576,2019-07-30,-0.17,1.42,0.89,0.009
577,2019-07-31,-1.09,0.26,0.61,0.009
578,2019-08-01,-1.04,-0.76,-1.91,0.007
579,2019-08-02,-0.87,-0.26,0.06,0.007
580,2019-08-05,-3.07,0.05,0.0,0.007
581,2019-08-06,1.29,-0.54,-0.6,0.007
582,2019-08-07,0.07,-0.11,-0.88,0.007
583,2019-08-08,1.97,-0.04,-0.22,0.007
584,2019-08-09,-0.78,-0.5,-0.22,0.007
585,2019-08-12,-1.32,0.22,-0.28,0.007
586,2019-08-13,1.47,-0.34,-0.54,0.007
587,2019-08-14,-2.95,0.02,-0.52,0.007
588,2019-08-15,0.16,-0.69,-0.53,0.007
589,2019-08-16,1.55,0.64,0.61,0.007
590,2019-08-19,1.14,0.03,0.22,0.007
591,2019-08-20,-0.75,0.18,-0.5,0.007
592,2019-08-21,0.85,-0.03,-0.3,0.007
593,2019-08-22,-0.1,-0.34,0.49,0.007
594,2019-08-23,-2.66,-0.61,-0.19,0.007
595,2019-08-26,1.08,-0.03,-0.17,0.007
596,2019-08-27,-0.46,-1.0,-0.68,0.007
597,2019-08-28,0.68,0.62,0.62,0.007
598,2019-08-29,1.35,0.4,0.34,0.007
599,2019-08-30,0.03,-0.25,0.23,0.007
600,2019-09-03,-0.87,-0.93,0.1,0.009
601,2019-09-04,1.08,-0.15,0.43,0.009
602,2019-09-05,1.42,0.55,0.71,0.009
603,2019-09-06,-0.02,-0.36,0.04,0.009
604,2019-09-09,0.07,1.35,3.07,0.009
605,2019-09-10,0.17,1.41,1.13,0.009
606,2019-09-11,0.88,1.37,-0.04,0.009
607,2019-09-12,0.22,-0.39,-0.13,0.009
608,2019-09-13,-0.01,0.18,0.74,0.009
609,2019-09-16,-0.23,0.88,0.53,0.009
610,2019-09-17,0.17,-0.79,-1.2,0.009
611,2019-09-18,-0.05,-0.78,0.05,0.009
612,2019-09-19,-0.05,-0.49,-0.46,0.009
613,2019-09-20,-0.48,0.29,0.15,0.009
614,2019-09-23,-0.02,-0.11,0.51,0.009
615,2019-09-24,-1.01,-0.75,0.0,0.009
616,2019-09-25,0.69,0.42,0.53,0.009
617,2019-09-26,-0.41,-0.98,0.11,0.009
618,2019-09-27,-0.62,-0.17,0.89,0.009
619,2019-09-30,0.5,-0.26,-0.48,0.009
620,2019-10-01,-1.31,-0.66,-0.59,0.007
621,2019-10-02,-1.73,0.77,-0.36,0.007
622,2019-10-03,0.8,-0.38,-0.89,0.007
623,2019-10-04,1.39,-0.5,-0.07,0.007
624,2019-10-07,-0.41,0.13,-0.02,0.007
625,2019-10-08,-1.61,-0.15,-0.13,0.007
626,2019-10-09,0.92,-0.57,-0.09,0.007
627,2019-10-10,0.59,-0.26,0.26,0.007
628,2019-10-11,1.23,0.6,0.2,0.007
629,2019-10-14,-0.18,-0.35,-0.04,0.007
630,2019-10-15,1.03,0.25,-0.25,0.007
631,2019-10-16,-0.24,0.47,0.23,0.007
632,2019-10-17,0.37,0.79,-0.29,0.007
633,2019-10-18,-0.49,-0.14,0.86,0.007
634,2019-10-21,0.71,0.3,0.36,0.007
635,2019-10-22,-0.34,0.49,0.86,0.007
636,2019-10-23,0.25,-0.1,0.26,0.007
637,2019-10-24,0.25,-0.5,-0.89,0.007
638,2019-10-25,0.51,0.39,0.08,0.007
639,2019-10-28,0.62,0.28,-0.24,0.007
640,2019-10-29,-0.13,0.4,0.5,0.007
641,2019-10-30,0.27,-0.64,-1.16,0.007
642,2019-10-31,-0.38,-0.34,-0.43,0.007
643,2019-11-01,1.08,0.65,0.84,0.006
644,2019-11-04,0.4,0.32,1.36,0.006
645,2019-11-05,-0.03,0.39,0.45,0.006
646,2019-11-06,-0.05,-0.8,0.24,0.006
647,2019-11-07,0.38,-0.01,0.52,0.006
648,2019-11-08,0.31,0.0,-0.36,0.006
649,2019-11-11,-0.19,-0.07,-0.19,0.006
650,2019-11-12,0.16,-0.18,-0.15,0.006
651,2019-11-13,0.01,-0.41,-0.82,0.006
652,2019-11-14,0.07,-0.15,-0.25,0.006
653,2019-11-15,0.74,-0.29,-0.33,0.006
654,2019-11-18,0.02,-0.36,-0.52,0.006
655,2019-11-19,0.02,0.35,-0.95,0.006
656,2019-11-20,-0.33,-0.14,-0.46,0.006
657,2019-11-21,-0.14,-0.31,0.1,0.006
658,2019-11-22,0.24,0.16,0.22,0.006
659,2019-11-25,0.92,1.27,-0.37,0.006
660,2019-11-26,0.19,-0.09,-0.9,0.006
661,2019-11-27,0.44,0.22,-0.03,0.006
662,2019-11-29,-0.42,-0.11,-0.31,0.006
663,2019-12-02,-0.87,-0.13,0.48,0.007
664,2019-12-03,-0.66,0.42,-0.83,0.007
665,2019-12-04,0.6,0.21,0.25,0.007
666,2019-12-05,0.13,-0.14,0.47,0.007
667,2019-12-06,0.91,0.38,0.37,0.007
668,2019-12-09,-0.33,0.31,0.11,0.007
669,2019-12-10,-0.08,0.27,-0.08,0.007
670,2019-12-11,0.28,-0.09,0.14,0.007
671,2019-12-12,0.9,0.12,1.15,0.007
672,2019-12-13,-0.03,-0.45,-0.55,0.007
673,2019-12-16,0.74,-0.03,-0.05,0.007
674,2019-12-17,0.1,0.48,0.67,0.007
675,2019-12-18,-0.05,0.3,0.09,0.007
676,2019-12-19,0.43,-0.14,-0.42,0.007
677,2019-12-20,0.48,-0.27,-0.31,0.007
678,2019-12-23,0.1,0.16,-0.35,0.007
679,2019-12-24,0.01,0.37,0.0,0.007
680,2019-12-26,0.48,-0.56,0.0,0.007
681,2019-12-27,-0.1,-0.55,-0.07,0.007
682,2019-12-30,-0.57,0.28,0.55,0.007
683,2019-12-31,0.28,0.01,0.12,0.007
684,2020-01-02,0.86,-0.97,-0.33,0.006
685,2020-01-03,-0.67,0.3,0.0,0.006
686,2020-01-06,0.36,-0.21,-0.55,0.006
687,2020-01-07,-0.19,-0.03,-0.25,0.006
688,2020-01-08,0.47,-0.16,-0.66,0.006
689,2020-01-09,0.65,-0.71,-0.48,0.006
690,2020-01-10,-0.34,-0.27,-0.33,0.006
691,2020-01-13,0.73,-0.1,-0.08,0.006
692,2020-01-14,-0.06,0.47,-0.18,0.006
693,2020-01-15,0.16,0.27,-0.81,0.006
694,2020-01-16,0.88,0.52,-0.12,0.006
695,2020-01-17,0.28,-0.63,-0.13,0.006
696,2020-01-21,-0.32,-0.67,-0.62,0.006
697,2020-01-22,0.08,-0.24,0.01,0.006
698,2020-01-23,0.07,-0.07,-0.14,0.006
699,2020-01-24,-0.97,-0.5,-0.29,0.006
700,2020-01-27,-1.56,0.26,-0.41,0.006
701,2020-01-28,1.02,-0.13,-0.42,0.006
702,2020-01-29,-0.11,-0.43,-0.98,0.006
703,2020-01-30,0.34,-0.65,0.69,0.006
704,2020-01-31,-1.74,-0.5,-0.35,0.006
705,2020-02-03,0.84,0.36,-0.67,0.006
706,2020-02-04,1.57,-0.15,-0.66,0.006
707,2020-02-05,0.97,0.75,1.47,0.006
708,2020-02-06,0.27,-0.58,-0.84,0.006
709,2020-02-07,-0.55,-0.83,-0.04,0.006
710,2020-02-10,0.73,-0.17,-0.89,0.006
711,2020-02-11,0.28,0.34,1.05,0.006
712,2020-02-12,0.66,0.15,-0.34,0.006
713,2020-02-13,-0.09,0.15,0.01,0.006
714,2020-02-14,0.15,-0.57,-0.66,0.006
715,2020-02-18,-0.19,0.0,-0.65,0.006
716,2020-02-19,0.6,0.19,0.04,0.006
717,2020-02-20,-0.35,0.63,0.68,0.006
718,2020-02-21,-1.12,-0.05,-0.01,0.006
719,2020-02-24,-3.39,0.15,0.01,0.006
720,2020-02-25,-3.09,-0.36,-0.68,0.006
721,2020-02-26,-0.53,-0.75,-1.2,0.006
722,2020-02-27,-4.22,0.72,0.05,0.006
723,2020-02-28,-0.78,0.1,-0.8,0.006
724,2020-03-02,4.31,-1.91,-0.43,0.006
725,2020-03-03,-2.79,0.68,-0.63,0.006
726,2020-03-04,4.03,-1.22,-1.17,0.006
727,2020-03-05,-3.38,-0.15,-1.4,0.006
728,2020-03-06,-1.78,-0.21,-1.49,0.006
729,2020-03-09,-7.79,-1.33,-4.76,0.006
730,2020-03-10,4.74,-2.38,0.8,0.006
731,2020-03-11,-5.05,-1.04,-0.8,0.006
732,2020-03-12,-9.63,-1.06,-1.17,0.006
733,2020-03-13,8.96,-2.03,3.03,0.006
734,2020-03-16,-12.0,-0.82,-0.73,0.006
735,2020-03-17,5.87,0.45,-0.6,0.006
736,2020-03-18,-5.56,-4.55,-4.69,0.006
737,2020-03-19,1.31,5.72,0.82,0.006
738,2020-03-20,-4.15,0.23,-0.89,0.006
739,2020-03-23,-2.55,1.73,-3.29,0.006
740,2020-03-24,9.34,-0.29,2.37,0.006
741,2020-03-25,1.18,-0.21,1.91,0.006
742,2020-03-26,6.02,-0.51,1.09,0.006
743,2020-03-27,-3.48,-1.1,-0.78,0.006
744,2020-03-30,3.16,-0.76,-2.09,0.006
745,2020-03-31,-1.44,1.53,-0.37,0.006
746,2020-04-01,-4.5,-1.99,-1.39,0.0
747,2020-04-02,2.1,-0.97,-0.28,0.0
748,2020-04-03,-1.64,-1.38,-1.18,0.0
749,2020-04-06,7.06,1.17,0.31,0.0
750,2020-04-07,-0.11,0.11,2.08,0.0
751,2020-04-08,3.4,0.84,1.29,0.0
752,2020-04-09,1.59,2.43,3.16,0.0
753,2020-04-13,-0.92,-1.45,-2.41,0.0
754,2020-04-14,3.02,-0.72,-3.16,0.0
755,2020-04-15,-2.15,-1.95,-2.55,0.0
756,2020-04-16,0.62,-0.8,-2.97,0.0
757,2020-04-17,2.72,1.51,2.77,0.0
758,2020-04-20,-1.56,0.39,-0.91,0.0
759,2020-04-21,-3.08,0.93,0.16,0.0
760,2020-04-22,2.31,-0.88,-1.64,0.0
761,2020-04-23,0.13,1.26,0.54,0.0
762,2020-04-24,1.44,0.23,-0.13,0.0
763,2020-04-27,1.73,2.15,2.71,0.0
764,2020-04-28,-0.45,1.72,2.85,0.0
765,2020-04-29,2.92,2.31,2.0,0.0
766,2020-04-30,-1.18,-2.05,-1.69,0.0
767,2020-05-01,-2.91,-0.89,-0.96,0.0
768,2020-05-04,0.54,-0.12,-1.27,0.0
769,2020-05-05,0.95,-0.29,-2.02,0.0
770,2020-05-06,-0.52,0.11,-2.7,0.0
771,2020-05-07,1.33,0.15,0.41,0.0
772,2020-05-08,1.9,1.89,2.46,0.0
773,2020-05-11,0.07,-0.21,-3.78,0.0
774,2020-05-12,-2.06,-1.11,-1.36,0.0
775,2020-05-13,-1.89,-1.42,-2.09,0.0
776,2020-05-14,1.14,-1.08,0.94,0.0
777,2020-05-15,0.57,1.34,-1.15,0.0
778,2020-05-18,3.24,2.65,4.61,0.0
779,2020-05-19,-1.01,-0.75,-1.49,0.0
780,2020-05-20,1.8,1.22,1.32,0.0
781,2020-05-21,-0.7,0.74,0.4,0.0
782,2020-05-22,0.27,0.26,-0.85,0.0
783,2020-05-26,1.23,1.23,4.56,0.0
784,2020-05-27,1.54,1.42,3.62,0.0
785,2020-05-28,-0.41,-2.07,-2.43,0.0
786,2020-05-29,0.6,-0.79,-1.97,0.0
787,2020-06-01,0.52,0.26,0.42,0.0
788,2020-06-02,0.81,0.06,0.54,0.0
789,2020-06-03,1.41,0.75,2.62,0.0
790,2020-06-04,-0.34,0.5,2.89,0.0
791,2020-06-05,2.5,1.07,2.76,0.0
792,2020-06-08,1.39,0.67,2.08,0.0
793,2020-06-09,-0.85,-0.78,-1.92,0.0
794,2020-06-10,-0.56,-1.8,-4.1,0.0
795,2020-06-11,-5.91,-1.46,-3.05,0.0
796,2020-06-12,1.29,0.78,1.83,0.0
797,2020-06-15,1.1,1.45,-0.4,0.0
798,2020-06-16,1.87,0.6,0.51,0.0
799,2020-06-17,-0.4,-1.32,-1.98,0.0
800,2020-06-18,0.19,0.02,-0.53,0.0
801,2020-06-19,-0.45,-0.13,-0.65,0.0
802,2020-06-22,0.71,0.49,-1.38,0.0
803,2020-06-23,0.42,0.23,-0.61,0.0
804,2020-06-24,-2.61,-0.7,-1.35,0.0
805,2020-06-25,1.12,0.34,0.5,0.0
806,2020-06-26,-2.44,-0.2,-1.41,0.0
807,2020-06-29,1.51,1.48,1.84,0.0
808,2020-06-30,1.58,0.0,0.02,0.0
809,2020-07-01,0.41,-1.71,-2.56,0.001
810,2020-07-02,0.5,0.01,-0.13,0.001
811,2020-07-06,1.65,-0.68,0.33,0.001
812,2020-07-07,-1.03,-0.98,-1.48,0.001
813,2020-07-08,0.91,0.07,-0.46,0.001
814,2020-07-09,-0.53,-1.57,-2.61,0.001
815,2020-07-10,1.11,0.68,3.05,0.001
816,2020-07-13,-1.2,-0.29,2.04,0.001
817,2020-07-14,1.35,0.39,-0.28,0.001
818,2020-07-15,1.14,2.7,1.26,0.001
819,2020-07-16,-0.37,-0.15,0.81,0.001
820,2020-07-17,0.3,-0.16,-1.43,0.001
821,2020-07-20,1.01,-1.12,-2.36,0.001
822,2020-07-21,0.16,1.49,3.23,0.001
823,2020-07-22,0.49,-0.63,-0.38,0.001
824,2020-07-23,-1.2,1.23,1.96,0.001
825,2020-07-24,-0.75,-0.81,0.45,0.001
826,2020-07-27,0.88,0.3,-2.0,0.001
827,2020-07-28,-0.81,-0.45,1.01,0.001
828,2020-07-29,1.35,0.6,0.84,0.001
829,2020-07-30,-0.29,0.01,-1.83,0.001
830,2020-07-31,0.61,-1.84,-0.66,0.001
831,2020-08-03,0.98,1.09,-0.84,0.0
832,2020-08-04,0.37,0.44,0.02,0.0
833,2020-08-05,0.78,1.25,0.82,0.0
834,2020-08-06,0.53,-0.65,-0.75,0.0
835,2020-08-07,0.02,1.59,2.41,0.0
836,2020-08-10,0.24,1.32,1.75,0.0
837,2020-08-11,-0.83,0.18,1.63,0.0
838,2020-08-12,1.4,-0.82,-1.37,0.0
839,2020-08-13,-0.01,-0.14,-1.33,0.0
840,2020-08-14,-0.04,0.04,1.09,0.0
841,2020-08-17,0.45,0.04,-1.92,0.0
842,2020-08-18,0.22,-1.33,-1.39,0.0
843,2020-08-19,-0.38,0.48,0.11,0.0
844,2020-08-20,0.31,-0.96,-1.55,0.0
845,2020-08-21,0.25,-1.25,-0.42,0.0
846,2020-08-24,0.92,0.2,2.6,0.0
847,2020-08-25,0.36,-0.01,-0.64,0.0
848,2020-08-26,1.0,-1.72,-1.76,0.0
849,2020-08-27,0.18,-0.01,0.94,0.0
850,2020-08-28,0.7,0.39,-0.23,0.0
851,2020-08-31,-0.04,-0.93,-1.75,0.0
852,2020-09-01,0.92,0.19,-0.31,0.0
853,2020-09-02,1.27,-0.26,-0.44,0.0
854,2020-09-03,-3.7,0.43,2.61,0.0
855,2020-09-04,-0.87,0.34,2.06,0.0
856,2020-09-08,-2.91,0.91,-0.29,0.0
857,2020-09-09,2.07,-0.61,-1.99,0.0
858,2020-09-10,-1.64,0.37,-0.05,0.0
859,2020-09-11,-0.06,-0.62,0.9,0.0
860,2020-09-14,1.59,1.0,-0.77,0.0
861,2020-09-15,0.57,-0.64,-1.42,0.0
862,2020-09-16,-0.39,1.23,1.32,0.0
863,2020-09-17,-0.85,0.46,0.2,0.0
864,2020-09-18,-0.88,0.79,-0.21,0.0
865,2020-09-21,-1.08,-2.68,-1.9,0.0
866,2020-09-22,1.02,-0.46,-1.65,0.0
867,2020-09-23,-2.48,-0.66,0.18,0.0
868,2020-09-24,0.25,-0.19,0.38,0.0
869,2020-09-25,1.72,-0.16,-1.36,0.0
870,2020-09-28,1.66,0.88,1.03,0.0
871,2020-09-29,-0.42,0.38,-1.32,0.0
872,2020-09-30,0.79,-0.68,0.15,0.0
873,2020-10-01,0.79,0.79,-0.55,0.0
874,2020-10-02,-0.96,1.67,2.46,0.0
875,2020-10-05,1.93,0.89,-0.12,0.0
876,2020-10-06,-1.28,0.84,0.26,0.0
877,2020-10-07,1.84,0.49,0.23,0.0
878,2020-10-08,0.8,0.29,0.99,0.0
879,2020-10-09,0.92,-0.32,-1.4,0.0
880,2020-10-12,1.53,-1.03,-0.06,0.0
881,2020-10-13,-0.41,-0.19,-1.72,0.0
882,2020-10-14,-0.65,0.0,0.03,0.0
883,2020-10-15,-0.08,1.18,1.14,0.0
884,2020-10-16,-0.06,-0.12,0.08,0.0
885,2020-10-19,-1.53,0.37,0.29,0.0
886,2020-10-20,0.34,-0.08,1.24,0.0
887,2020-10-21,-0.36,-0.48,0.4,0.0
888,2020-10-22,0.67,0.93,1.03,0.0
889,2020-10-23,0.38,0.36,0.03,0.0
890,2020-10-26,-1.85,-0.5,-0.37,0.0
891,2020-10-27,-0.23,-0.66,-2.29,0.0
892,2020-10-28,-3.41,0.17,0.59,0.0
893,2020-10-29,1.13,0.15,0.25,0.0
894,2020-10-30,-1.45,-0.23,1.85,0.0
895,2020-11-02,1.17,0.87,0.99,0.0
896,2020-11-03,1.93,1.01,-0.18,0.0
897,2020-11-04,2.25,-2.59,-4.97,0.0
898,2020-11-05,2.13,1.03,0.51,0.0
899,2020-11-06,0.01,-1.13,-0.91,0.0
900,2020-11-09,0.87,2.82,6.73,0.0
901,2020-11-10,-0.17,2.07,2.22,0.0
902,2020-11-11,0.88,-1.12,-1.69,0.0
903,2020-11-12,-0.94,-0.6,-1.14,0.0
904,2020-11-13,1.31,0.97,1.08,0.0
905,2020-11-16,1.22,1.26,1.96,0.0
906,2020-11-17,-0.19,0.58,0.01,0.0
907,2020-11-18,-0.93,-0.03,-0.04,0.0
908,2020-11-19,0.59,0.27,-0.8,0.0
909,2020-11-20,-0.51,0.6,-0.59,0.0
910,2020-11-23,0.83,1.4,1.53,0.0
911,2020-11-24,1.56,0.54,2.76,0.0
912,2020-11-25,0.03,-0.27,-1.34,0.0
913,2020-11-27,0.43,0.15,-1.62,0.0
914,2020-11-30,-0.53,-1.54,-2.05,0.0
915,2020-12-01,0.98,-0.1,0.55,0.0
916,2020-12-02,0.11,0.21,1.07,0.0
917,2020-12-03,0.18,0.54,-0.06,0.0
918,2020-12-04,1.02,1.56,0.88,0.0
919,2020-12-07,0.03,-0.06,-1.03,0.0
920,2020-12-08,0.47,0.87,-0.67,0.0
921,2020-12-09,-1.03,0.31,1.28,0.0
922,2020-12-10,0.24,0.92,-0.46,0.0
923,2020-12-11,-0.2,-0.59,-0.7,0.0
924,2020-12-14,-0.28,0.21,-1.51,0.0
925,2020-12-15,1.28,1.15,0.34,0.0
926,2020-12-16,0.17,-0.59,-0.36,0.0
927,2020-12-17,0.79,0.52,-0.73,0.0
928,2020-12-18,-0.12,-0.2,-1.15,0.0
929,2020-12-21,-0.23,0.2,-0.01,0.0
930,2020-12-22,0.06,0.83,-1.59,0.0
931,2020-12-23,0.1,0.9,1.98,0.0
932,2020-12-24,0.21,-0.43,-0.2,0.0
933,2020-12-28,0.46,-0.68,0.37,0.0
934,2020-12-29,-0.4,-1.42,0.24,0.0
935,2020-12-30,0.27,1.06,0.04,0.0
936,2020-12-31,0.39,-0.71,0.4,0.0
937,2021-01-04,-1.41,0.24,0.48,0.0
938,2021-01-05,0.86,1.33,0.48,0.0
939,2021-01-06,0.79,3.18,3.91,0.0
940,2021-01-07,1.76,0.0,-0.79,0.0
941,2021-01-08,0.51,-1.05,-1.32,0.0
942,2021-01-11,-0.52,0.56,1.24,0.0
943,2021-01-12,0.38,1.48,1.21,0.0
944,2021-01-13,0.07,-1.02,-0.46,0.0
945,2021-01-14,-0.11,2.4,1.08,0.0
946,2021-01-15,-0.86,-0.75,-0.75,0.0
947,2021-01-19,0.92,0.74,-0.79,0.0
948,2021-01-20,1.26,-0.75,-1.07,0.0
949,2021-01-21,-0.04,-0.75,-0.96,0.0
950,2021-01-22,-0.07,1.62,-0.09,0.0
951,2021-01-25,0.29,-0.3,-0.39,0.0
952,2021-01-26,-0.32,0.03,-0.05,0.0
953,2021-01-27,-2.53,1.21,1.55,0.0
954,2021-01-28,0.92,-1.69,-0.91,0.0
955,2021-01-29,-1.84,0.43,0.58,0.0
956,2021-02-01,1.73,0.75,-1.47,0.0
957,2021-02-02,1.48,-0.8,-1.07,0.0
958,2021-02-03,0.16,0.72,0.66,0.0
959,2021-02-04,1.23,0.6,0.36,0.0
960,2021-02-05,0.57,0.96,-0.48,0.0
961,2021-02-08,0.96,2.22,0.41,0.0
962,2021-02-09,0.05,0.72,-0.21,0.0
963,2021-02-10,-0.08,-0.45,0.62,0.0
964,2021-02-11,0.19,-0.32,-0.46,0.0
965,2021-02-12,0.49,-0.11,0.47,0.0
966,2021-02-16,-0.14,-0.21,1.87,0.0
967,2021-02-17,-0.21,-0.68,0.61,0.0
968,2021-02-18,-0.64,-1.49,-0.18,0.0
969,2021-02-19,0.16,2.04,0.72,0.0
970,2021-02-22,-1.13,0.71,3.17,0.0
971,2021-02-23,-0.15,-1.03,0.89,0.0
972,2021-02-24,1.15,1.49,1.42,0.0
973,2021-02-25,-2.74,-0.92,0.91,0.0
974,2021-02-26,-0.28,0.3,-1.55,0.0
975,2021-03-01,2.63,1.17,0.15,0.0
976,2021-03-02,-1.05,-0.77,1.23,0.0
977,2021-03-03,-1.57,0.64,3.56,0.0
978,2021-03-04,-1.7,-1.1,1.72,0.0
979,2021-03-05,1.85,0.36,0.63,0.0
980,2021-03-08,-0.67,1.49,3.68,0.0
981,2021-03-09,1.79,0.45,-3.24,0.0
982,2021-03-10,0.68,1.2,1.82,0.0
983,2021-03-11,1.43,1.06,-1.98,0.0
984,2021-03-12,0.1,0.53,1.29,0.0
985,2021-03-15,0.7,-0.3,-1.32,0.0
986,2021-03-16,-0.43,-1.37,-0.81,0.0
987,2021-03-17,0.33,0.63,0.32,0.0
988,2021-03-18,-1.88,-1.21,2.15,0.0
989,2021-03-19,0.25,0.93,-0.97,0.0
990,2021-03-22,0.55,-1.71,-2.24,0.0
991,2021-03-23,-1.17,-2.95,-1.05,0.0
992,2021-03-24,-1.0,-1.57,1.46,0.0
993,2021-03-25,0.67,2.01,1.4,0.0
994,2021-03-26,1.55,0.2,0.68,0.0
995,2021-03-29,-0.49,-2.48,-0.21,0.0
996,2021-03-30,-0.02,1.83,1.0,0.0
997,2021-03-31,0.63,0.58,-2.31,0.0
998,2021-04-01,1.27,0.21,-0.02,0.0
999,2021-04-05,1.27,-0.69,-0.72,0.0
1000,2021-04-06,0.01,-0.33,0.1,0.0
1001,2021-04-07,-0.12,-1.54,0.3,0.0
1002,2021-04-08,0.62,0.27,-1.16,0.0
1003,2021-04-09,0.65,-0.62,0.13,0.0
1004,2021-04-12,-0.05,-0.46,0.58,0.0
1005,2021-04-13,0.41,-0.78,-1.58,0.0
1006,2021-04-14,-0.35,1.17,1.42,0.0
1007,2021-04-15,1.04,-0.78,-1.18,0.0
1008,2021-04-16,0.27,-0.19,0.64,0.0
1009,2021-04-19,-0.73,-0.66,0.78,0.0
1010,2021-04-20,-0.94,-1.37,-1.57,0.0
1011,2021-04-21,1.11,1.52,0.11,0.0
1012,2021-04-22,-0.77,0.63,-0.78,0.0
1013,2021-04-23,1.26,0.76,0.7,0.0
1014,2021-04-26,0.43,0.79,-0.48,0.0
1015,2021-04-27,-0.03,0.08,0.86,0.0
1016,2021-04-28,-0.06,0.29,0.2,0.0
1017,2021-04-29,0.39,-0.76,1.07,0.0
1018,2021-04-30,-0.83,-0.51,-0.32,0.0
1019,2021-05-03,0.17,0.75,1.7,0.0
1020,2021-05-04,-0.89,-0.25,1.99,0.0
1021,2021-05-05,-0.05,-0.16,1.33,0.0
1022,2021-05-06,0.48,-0.53,1.21,0.0
1023,2021-05-07,0.84,0.46,-0.1,0.0
1024,2021-05-10,-1.36,-1.29,1.69,0.0
1025,2021-05-11,-0.63,0.68,-0.86,0.0
1026,2021-05-12,-2.34,-1.14,0.7,0.0
1027,2021-05-13,1.02,0.46,1.14,0.0
1028,2021-05-14,1.81,0.97,-0.14,0.0
1029,2021-05-17,-0.24,0.73,0.82,0.0
1030,2021-05-18,-0.69,0.04,-0.92,0.0
1031,2021-05-19,-0.34,-0.52,-0.45,0.0
1032,2021-05-20,1.15,-0.5,-1.4,0.0
1033,2021-05-21,-0.04,0.45,0.98,0.0
1034,2021-05-24,0.99,-0.48,-0.67,0.0
1035,2021-05-25,-0.3,-0.87,-1.2,0.0
1036,2021-05-26,0.47,1.79,0.55,0.0
1037,2021-05-27,0.28,1.08,0.95,0.0
1038,2021-05-28,0.04,-0.36,-0.32,0.0
1039,2021-06-01,0.03,1.42,1.43,0.0
1040,2021-06-02,0.12,-0.21,0.34,0.0
1041,2021-06-03,-0.53,-0.25,0.73,0.0
1042,2021-06-04,0.89,-0.6,-0.9,0.0
1043,2021-06-07,0.15,1.25,-0.91,0.0
1044,2021-06-08,0.19,1.08,-0.31,0.0
1045,2021-06-09,-0.3,-0.45,-0.84,0.0
1046,2021-06-10,0.4,-1.34,-2.03,0.0
1047,2021-06-11,0.37,0.71,0.18,0.0
1048,2021-06-14,0.15,-0.75,-1.62,0.0
1049,2021-06-15,-0.3,0.23,1.3,0.0
1050,2021-06-16,-0.45,0.43,0.19,0.0
1051,2021-06-17,0.01,-1.35,-3.57,0.0
1052,2021-06-18,-1.22,-0.8,-1.45,0.0
